,name,host_id,host_name,property_type,room_type,bedrooms,beds,bathrooms,bathrooms_text,accommodates,description,price,neighbourhood_cleansed,latitude,longitude,number_of_reviews,last_review,minimum_nights,availability_365,review_scores_rating
15504,"Premium 1 Habitación para 2. Conectividad, Terraza",67811482,Laura,Private room in condo,Private room,,1.0,1.0,1 private bath,2,"Beautiful room with a king-size bed and en-suite bathroom, for a maximum of 2 people, impeccable and tidy apartment in Ñuñoa, about a 10-minute walk to the National Stadium to attend concerts, the apartment has 2 rooms to share with other guests, exit to a large terrace of 23 M2, there are towels, shampoo, soap, cream, etc. If it is for 1 day or a couple of weeks, it is without a closet included. If it is for longer stays, more than 1 month, I could enable a Closet. It is very quiet and spacious.","$182,588.50",Ñuñoa,-33.45518,-70.5994,1,2024-11-30,2.0,363,5.0
15505,Moderno depto en Ñuñoa cerca del Metro Irarrázaval,40902657,Joham,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"Discover Santiago from a comfortable, modern space perfectly located in the heart of Ñuñoa.<br />Our apartment is right across from the Irarrázaval metro station, with direct access to downtown and the city’s main attractions.<br /><br />Perfect for remote workers or couples looking for comfort and a great location.<br /><br />Just steps away, you’ll find restaurants, cafés, and shops in Barrio Italia — one of Santiago’s most charming and food-lovers’ neighborhoods","$75,510.00",Ñuñoa,-33.452109885043754,-70.62834989279509,18,2026-01-12,1.0,350,4.78
15506,Luminoso Espacioso y Elegante Depto en Providencia,379087806,Andres,Entire condo,Entire home/apt,3.0,3.0,3.0,3 baths,5,"Beautiful,  elegant and bright apartment, recently remodeled with views of the east, west and south of Providencia,  in a peaceful area of Santiago but close by, in turn one of the largest shopping malls in the country. Walking access to lines 1 (Tobalaba), 4 (Christopher Columbus) and 6 (Los Leones). It has three pieces, three bathrooms, one en suite. Two twin and one twin beds. Parking and air  conditioning.","$144,929.00",Providencia,-33.4264632,-70.60150430000002,102,2026-05-22,1.0,276,4.79
15507,Conectivity & View | Providencia,210932947,Lucas,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,3,"Modern and bright apartment with parking in the heart of Providencia, ideal for tourists and business travelers. Walking distance from the Pedro de Valdivia metro and Los Leones metro, with excellent connectivity. For 3 people, it has a double bed and sofa bed, A/C, fast WiFi, equipped kitchen and autonomous check-in. Laundry in building.<br /><br />Enjoy the Sunset view from your balcony with terrace set. All you need for a comfortable and well located stay in Santiago.","$95,428.00",Providencia,-33.4248909,-70.61156969999999,20,2026-06-16,2.0,341,5.0
15508,Habitación / mujeres/ desayuno 1,237926530,Cecilia,Private room in rental unit,Private room,,1.0,1.0,1 shared bath,1,"Enjoy the simplicity of this quiet and central accommodation.<br />Women's room near the Ñuñoa Metro and the National Stadium, quiet area, good transportation, restaurants, pharmacies, supermarkets, shopping malls. The room can share Living Room, Terrace, TV, Bathroom, Wifi, Kitchen is not included.","$25,696.00",Ñuñoa,-33.448650264956285,-70.60624666721006,1,2026-01-12,1.0,241,5.0
15509,"Exclusive | Mountain View, Pool & Metro",659040200,Oscar Cruces,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,3,"✨ Welcome to your perfect Santiago getaway ✨<br /><br />Enjoy a stylish and comfortable apartment located directly across from the Metro in one of Santiago's safest and most vibrant neighborhoods.<br /><br />❄️ Air Conditioning<br />🔐 Self Check-in with Smart Lock<br />🏊 Rooftop Pool with panoramic city views<br />📶 High-Speed WiFi<br />🍳 Fully Equipped Kitchen<br />🏔️ Stunning Views of Santiago and the Andes Mountains<br />📍 Just minutes from Barrio Italia, Providencia, restaurants, cafés, shopping, and top attractions.","$55,701.00",Ñuñoa,-33.45227799227712,-70.62865062949982,2,2026-06-24,1.0,317,5.0
15510,Parque y Movistar Arena D119,168003901,Checkin Chile,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,3,"Enjoy the unique experience of staying in the charming Beauchef neighborhood! Enjoy the tranquility and proximity of the Movistar Arena, swimming pools, lagoon, museums, historic palaces, equestrian club and the nature of O'Higgins Park. Just minutes from downtown Santiago and with excellent connectivity with the Rondizzoni metro. The perfect place to explore the city and relax in a privileged environment! One stop from the Franklin and Bio Bio shopping district.<br />CHECK PARKING AVAILABILITY","$54,245.00",Santiago,-33.471913,-70.6631897,9,2026-04-19,1.0,349,4.56
15511,Cozy Apt Parking+Gym+Kitchen+TV+WiFi+Dryer@Chile,542679568,Edith,Entire serviced apartment,Entire home/apt,2.0,2.0,2.0,2 baths,4,"✔️ Superhost Verified Your stay will be in the best hands!<br /><br /> 🚨Send us a message with the word DISCOUNT and ask about special promotions<br /><br />📍 Apartment in the Metropolitan Region, Chile 🇨🇱<br /><br />🏡 Clean, comfortable and safe space, great location<br /><br />🧼 Equipped with supplies and cleaning supplies<br /><br />During your booking, your Airbnb has:<br /><br />🌐 Wi-Fi. <br />📺 TV<br />🚗 Parking<br />🧺Washer and dryer <br />🏊🏻Swimming pool<br /><br />👉Send us a message with the word DISCOUNT and ask for promotions","$127,425.00",Providencia,-33.43458,-70.62672,4,2026-05-30,1.0,340,4.75
15512,"Toques de diseño, en Providencia",2743887,Marcia,Entire rental unit,Entire home/apt,2.0,2.0,,1 bath,2,"Apartamento con toques de diseño, completamente equipado, independiente y con hermosas vistas.<br />Además cuenta con una ubicación privilegiada en el sector Providencia, a 100 Mts. de la linea principal del Metro de Salvador, frente al parque forestal a corta distancia de la zona bohemia del barrio Bellavista, el barrio Bellas Artes, barrio Italia, en centro financiero, etc.","$52,636.50",Providencia,-33.43534,-70.6276,90,2026-06-17,2.0,257,4.87
15513,Airy room for one en mejor zona Barrio el Golf,86698366,Paloma,Private room in rental unit,Private room,,1.0,1.0,1 private bath,1,"Large room with private bathroom in the best zone of Barrio el Golf. Access to all the facilities in the apartment. Living room, wifi, kitchen, washer and dryer. Parking available at a small extra cost. Located in the center of Sanhattan, near the Costanera Center and one block from the restaurants of Isidora Goyenechea.<br />If you're looking for a place to stay for longer stays, we can review your prices for longer stays","$28,384.50",Las Condes,-33.41491,-70.59488,2,2022-10-30,30.0,119,5.0
15514,"Nuevo, cómodo y moderno depto. totalmente equipado",165681389,Luis,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,4,"Enjoy a comfortable, modern space, specially designed for travelers, located near the bus station.<br />Close to health centers (Instituto Teleton, Mutual de Seguridad, Clinica Red Salud and Hospital del Profesor).<br />Spaces designed for 3 adults or a family of 4 (2 adults or young people + 2 children).<br /> In a modern building with elevators, 10 floors and easy access.<br />By Alameda near subway stations and bus stop.","$39,713.00",Estación Central,-33.45513,-70.69435,54,2026-06-12,1.0,354,4.91
15515,18/Costado Clínica Las Condes / 6 personas,101922238,Maria Carolina,Entire serviced apartment,Entire home/apt,2.0,3.0,2.0,2 baths,6,"Your refuge for 6 in Las Condes<br />📍 Clínica Las Condes within walking distance (and blocks from the Alto Las Condes mall).<br />🛡️ Safe: Exclusive, quiet and residential neighborhood.<br />🚗 Logistics: Parking + Supermarket across the street.<br />🛏️ Space: Suite + Room 2 beds + Living room (trundle/sofa).<br />☀️ Terrace: Spacious and private. 📺 TVs: 2 (Apple/Cable).<br />📶 WiFi: High speed. 🍳 Kitchen: Fully equipped.","$172,000.00",Vitacura,-33.38176,-70.5322,52,2026-04-03,1.0,343,4.94
15516,Comfy &Spacious Studio Lastarria,179258771,Sandra,Entire rental unit,Entire home/apt,1.0,2.0,,1 bath,3,"This bright, spacious, and comfy studio is located in vibrant Lastarria – a cultural hotspot filled with cozy cafés, gourmet restaurants, and beautiful historic streets. Just steps from Bellas Artes, you’ll be within walking distance of Santiago’s best attractions.<br /><br />The studio offers a comfortable King bed, sofa bed, a fully equipped kitchen, fast Wi-Fi  – perfect for relaxing after exploring the city. Whether you’re here for work or leisure, you’ll love the mix of style, comfort, and location.","$59,341.00",Santiago,-33.44005632201089,-70.64110111445189,32,2026-06-14,1.0,343,4.88
15517,Priv Room & Restroom - 300m to Subway,280046633,Le Marche,Private room in home,Private room,,2.0,1.0,1 private bath,2,"This is a traditional house from the 20s that has been fully restored to combine the old school huge  rooms and common spaces with modern infrastructure.<br /><br />We're 3 blocks away from the closest subway, 4 from trendy Italia Ave full of coffee shops and stores, and 4 from Manuel Montt Ave which hosts plenty of restaurants for all tastes.","$39,941.00",Ñuñoa,-33.45023,-70.61841,2,2022-01-03,1.0,15,5.0
15518,Habitación Privada Depto. compartido Providencia 2,30662241,Karen,Private room in rental unit,Private room,,2.0,0.5,Shared half-bath,2,"Cozy room in a classic 1950s building. Shared bathroom with a maximum of 2 guests.<br /><br />Simple kitchen and living-dining room for relaxing, reading, or listening to soft music. View of the park and Cerro San Cristóbal. I live in the apartment and respect privacy.<br /><br />Ideal for travelers looking for tranquility and good location.<br />Excellent accessibility: taxi, bus, and metro (subway).<br />Nearby supermarkets: Líder and Tottus.<br />Just steps from Barrio Italia, Bellavista Lastarria.<br />Close to clinics, hospitals, and universities.","$38,171.33",Providencia,-33.43514,-70.62821,77,2026-06-05,3.0,199,4.95
15519,Arauco Heaven - 1BR & Park View,24685622,Ive Caroline,Entire rental unit,Entire home/apt,1.0,1.0,1.0,1 bath,2,"This unique place has a style all its own.<br />1BR, Wifi and Parking.<br />Walking steps from Parque Arauco Mall, Parque Araucano, restaurants and grocery. Everything you need in one spot.","$66,766.00",Las Condes,-33.40113602482141,-70.57211576594243,15,2026-06-19,3.0,264,4.93
15520,Estiloso estudio Estoril,92332735,Carla,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,3,"Spectacular studio equipped with a queen bed and a single futon, comfortable and complete kitchen for a pleasant stay, the kitchen is American with a coffee maker. Special for patients and/or executives passing through as it has sheets and towels, desk, balcony with terrace and closets. The building has a laundry, common pool, gym and private parking. Ideal for a quiet and relaxing stay within walking distance of Clínica Las Condes and Red Salud in Estoril, up to 3 people.","$97,456.50",Las Condes,-33.3829734,-70.5324763,39,2026-06-12,2.0,357,4.74
15521,"Vista al parque, a 1 cuadra de metro Baquedano.",47923433,Catalina,Entire serviced apartment,Entire home/apt,1.0,2.0,1.0,1 bath,4,"Location: 1 block from Baquedano subway and half a block from Bustamante station. Premium Maihue water dispenser, free infinite purified water. Heritage building with luminaire in classic roof of Santiago. Comfortable and equipped for 4 guests. WiFi. All thermopanel. Clear view of Parque Bustamante. Autonomous lock. Flexible check-in and check-out. Blackout curtains. Vibrant neighborhood with many restaurants, 1 block from Líder supermarket. Storage space. Modern bathroom. Elevator. 5th floor.","$65,047.00",Providencia,-33.440998043232156,-70.63124097883701,13,2026-06-06,1.0,316,4.54
15522,Verena's Apartment,490650870,Boris,Private room in rental unit,Private room,,1.0,1.5,1.5 baths,2,"My apartment it is so glad, confortable, aesthetic, clean, organized and located in a safe and good neighborhood. You can feel in  my apartment like in your own home.","$31,685.00",Las Condes,-33.4203977,-70.57750659999999,0,,2.0,359,
15523,Confortable y luminoso en el Corazón de Santiago,101682273,Claudia,Entire rental unit,Entire home/apt,1.0,2.0,1.0,1 bath,3,"Very cozy and quiet apartment,  next to the metro and Santa María and Dávila clinics.<br />Next to the Patio Bellavista gastronomic and tourist center. <br />Steps from Casa Museo de Pablo Neruda, la Chascona, and Cerro San Cristóbal, zoo, funicular, and ski range to see the city from above. Close to Plaza Dignidad, place of the October 2019 social outbreak of October 2019. 10 minute walk to Museo Nacional de Bellas Artes and Bario Lastarria. Area of restaurants, pubs and theatres.","$66,591.50",Providencia,-33.43416,-70.63473,14,2026-03-10,2.0,364,4.79
15524,HOM ELITE | Suite Las Condes Parking Calefacción,287196445,Hom,Entire rental unit,Entire home/apt,,1.0,1.0,1 bath,2,"Warm studio in Las Condes! <br />Ideal for couples and executives in the safest and most modern neighborhood.<br /> Renovated on the 10th floor with perfect air conditioning and total connectivity. Steps away from the metro, malls, restaurants and clinics<br />The space includes:🔥 Heating/Air conditioning<br />✨ Premium double bed with a blanket<br />🏋️‍♂️ Equipped gym<br />🧺 Self-service laundry (1st Floor, T-A)<br />🚗 Private parking area included<br />The perfect winter retreat for your break<br /> Book today!","$94,264.00",Las Condes,-33.3829734,-70.5324763,25,2026-04-19,2.0,344,4.88
